0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
99,49
99,49
99,57
99,57
103,141
107,162
111,174
116,184
118,188
118,188
118,188
118,188
118,188
118,188
118,188
118,188
118,188
118,188
118,188
118,192
118,192
118,213
118,213
121,223
124,237
132,252
132,252
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
137,255
140,255
149,255
164,255
187,252
212,245
244,234
273,225
297,216
321,207
338,203
352,199
362,196
369,194
372,193
375,192
377,191
378,191
379,191
380,191
380,191
380,191
380,191
380,191
380,191
380,191
380,191
380,191
380,191
380,191
380,191
380,191
380,191
379,191
374,200
369,213
366,225
361,238
348,269
338,291
323,319
307,344
298,358
288,371
282,376
278,380
275,381
274,382
274,382
274,382
274,382
274,382
274,382
274,381
274,381
274,376
274,376
274,376
274,376
274,376
274,376
274,376
274,376
274,376
274,376
274,376
274,376
274,376
274,376
274,376
274,376
274,376
274,374
274,374
274,374
274,374
274,374
274,374
274,374
274,374
274,374
274,374
273,374
271,376
267,381
262,386
258,389
249,393
240,395
229,397
229,397
212,397
202,395
192,393
180,390
171,388
162,385
153,381
146,377
139,372
135,367
131,361
131,357
131,357
131,357
131,357
131,357
131,357
131,357
131,357
131,357
131,357
131,357
130,357
126,355
122,352
116,347
108,340
98,329
93,323
87,313
82,305
81,299
79,292
78,289
77,284
77,274
77,264
77,254
77,242
81,231
85,220
90,210
96,199
102,190
110,181
116,174
116,174
131,164
139,159
146,154
155,149
163,145
171,142
180,140
187,138
195,138
203,137
211,137
219,137
231,139
242,144
252,147
263,152
274,156
283,160
292,164
301,168
308,172
314,178
320,182
327,189
331,196
334,203
336,213
337,221
337,230
337,241
333,251
328,261
324,270
318,280
313,291
309,300
304,310
299,316
292,322
286,328
279,332
273,336
264,338
256,340
249,341
239,341
229,341
217,339
200,334
188,328
180,321
171,311
165,297
162,285
162,272
162,262
166,248
173,239
181,232
190,223
199,218
207,214
217,212
226,211
235,211
249,211
262,214
278,222
294,231
308,242
319,250
328,259
335,270
340,279
343,288
345,298
347,306
347,316
347,326
345,336
342,346
338,355
332,364
326,371
318,377
310,381
301,384
290,386
281,386
269,386
258,386
247,384
237,381
230,377
223,372
217,365
213,355
211,339
211,320
211,297
218,276
228,258
241,242
259,230
277,220
292,213
310,208
326,204
341,203
352,203
363,203
375,206
385,213
392,221
400,232
407,241
412,251
414,265
414,276
412,291
408,301
398,316
393,325
384,335
374,345
362,351
351,356
331,361
312,363
291,363
267,360
243,353
223,345
202,335
184,323
172,308
161,289
152,269
148,253
145,237
143,223
142,208
142,208
142,192
146,165
156,152
166,142
166,142
175,137
205,125
224,124
242,124
259,128
274,135
285,141
296,148
307,156
315,163
321,171
321,171
334,192
334,192
343,216
347,228
349,240
351,252
353,263
356,275
356,285
356,294
356,302
353,308
349,314
346,317
346,317
343,323
343,323
343,323
343,323
344,322
359,302
365,291
365,291
376,266
379,252
379,252
379,229
379,221
376,215
376,215
367,202
364,198
360,192
360,192
353,187
350,187
345,187
341,187
341,187
329,201
321,209
313,218
313,218
299,237
291,246
284,257
278,267
272,276
272,276
262,298
259,308
255,317
252,323
249,327
249,327
245,330
238,331
223,333
215,333
207,330
201,324
195,316
190,307
186,298
183,289
181,279
179,272
179,263
179,263
179,247
179,239
179,236
182,231
186,224
186,224
199,209
206,203
212,196
220,192
230,188
240,185
250,182
262,182
274,182
286,182
296,182
296,182
309,188
327,204
335,214
343,225
350,235
354,244
357,255
359,264
360,275
360,284
360,293
360,293
355,309
353,315
353,315
345,324
341,329
341,329
323,340
314,343
301,348
289,352
276,354
276,354
264,357
251,357
230,354
222,350
214,345
208,340
208,340
199,327
196,320
195,316
193,312
193,311
193,310
192,309
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
192,308
